CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,LATITUDE,LONGITUDE
MU211143,Naphimba Health Centre,Naphimba Health Centre,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,-16.045639,35.445462
NK101144,NASO (Nkhotakota Aids Support,Naso,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.92739,34.28465
TH311145,Nasonia,Nasonia Dispensary,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.02475,35.1565
LL041146,Nathenje Health Centre,Nàthenje,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.08504,33.90823
LL041147,Natural Resources College Clin,NRC clinic,Parastatal,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.02247,33.67422
MC191148,Nainunje Health Centre,Nayinunje,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.7406,35.56503
MC191149,Nayuchi Health Centre,Nayuchi,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.97585,35.86726
PH221150,Gogo Nazombe,Gogo Nazombe,Government,Health Centre,Functional,South West Zone,Phalombe,Dec 31st 01,-15.7525616,35.7777647
MG201151,ndagha private clinic,Ndagha Private Clinic,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.48,35.25
CK271152,Ndakwera Health Centre,ndakwera health centre,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.22357,34.68896
NS301153,Ndamera Health Centre,Ndamera,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,-17.09569,35.21902
ZA231154,Ndau Clinic,Ndau Clinic,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,-15.4533752,35.2830107
LL041155,Ndaula Health Centre,Ndaula,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.1385,33.50757
SA091156,Ndimoyo Palliative Trust Clini,Ndimoyo,Non-Government,Clinic,Functional,Central East Zone,Salima,Jan 1st 75,-13.78274,34.45888
BT241157,Ndirande BLM,BLM Ndirande clinic,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77364,35.03081
BT241158,Ndirande Health Centre,Ndirande,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.7781,35.03946
CR261159,Ndunde Health Centre,Ndunde,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,-15.69615,35.23355
NE291160,Neno District Hospital,Neno District Hospital,Government,District Hospital,Functional,South East Zone,Neno,Feb 10th 07,-15.39524,34.65349
NE291161,Neno Parish Health Centre,Neno Parish Health Center,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Neno,Jan 1st 75,-15.43701,34.60843
LL041162,New state house Clinic,new State house,Government,Unclassified,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.96051,33.85089
KU071163,Newa Health Centre,Newa Health Centre,Mission/Faith-based (other than CHAM),Health Centre,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-12.58333,33.38174
NS301164,Newts Medicare Private clinic,Newts Medicare Private clinic,Private,Clinic,Non-functional,South East Zone,Nsanje,Jan 1st 75,-16.929706,35.257962
RU141165,Ng'onga Health Centre,Ng'onga,Government,Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-10.93922,33.94348
CK271166,Ngabu Blm Clinic,Ngabu BLM,Non-Government,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.46679,34.87297
CK271167,Ngabu Rural Hospital,Ngabu,Government,Hospital,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.45928,34.89253
CK271168,Ngabu Sda Health Centre,Ngabu Sda Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.46516,34.87901
NK101169,Ngala Health Centre,Ngala,Government,Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.36529,34.06552
MG201170,Ngatala Health Post,Ngatala,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,-14.65773,35.07712
KA151171,Ngana Health Centre,Ngana,Government,Health Centre,Functional,North Zone,Karonga,Dec 31st 74,-9.62021,33.69891
MG201172,Ngapani Health Centre,Ngapani,Other,Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.0296,35.33773
KA151173,Ngara,Ngara,Government,Health Post,Functional,North Zone,Karonga,Jul 22nd 98,-10.225176,34.10207
MG201174,Ngatala Health Post,Ngatala,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,-14.657656,35.077156
KA151175,Ngisi,Ngisi,Government,Clinic,Functional,North Zone,Karonga,Dec 31st 00,-9.595399 ,33.7218983
SA091176,Ngodzi Health Centre,Kwa Bishop,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-14.08926,34.50896
MC191177,Ngokwe Health Centre,Ngokwe,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.7067782,35.8015545
MU211178,Ngolowera,Ngolowera,Christian Health Association of Malawi (CHAM),Health Post,Functional,South West Zone,Mulanje,Jan 1st 75,-16.0456627,35.4452708
LL041179,Ngoni Health Centre,Chidalanda,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.77509,33.64018
ZA231180,Ngotangota,Ngotangota,Government,Health Post,Functional,South West Zone,Zomba,Jan 1st 06,-15.295999,35.82282
CP061181,Ngoya,Ngoya,Government,Clinic,Non-functional,North Zone,Chitipa,Jan 1st 75,-9.617792,33.293329
ZA231182,Ngwelero Health Centre,Ngwelero,Government,Clinic,Functional,South West Zone,Zomba,Feb 5th 94,-15.66645,35.42718
BT241183,Ngwira W. - Limbe,Ngwira W. - Limbe,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,,
MC191184,Nice Private,Nice Private,Private,Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,-15.06796,35.2282
BK171185,Njerenje,Njerenje,Government,Clinic,Functional,South West Zone,Balaka,Feb 18th 12,,
CR261186,NJULI,Njuli Quary,Government,Clinic,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,-15.7064356 ,35.116452
MZ161187,Njuyu Health Centre,Njuyu,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.52455,33.69953
CR261188,Nkalo Health Centre,Nkalo,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,-15.97065,35.30997
ZA231189,Nkasala Health Centre,Nkasala,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.32778,35.21661
LL041190,Nkhalango Private Clinic,Nkhalango,Private,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 01,-14.01291,33.70483
KU071191,Nkhamenya Missionl Hospital,Nkhamenya,Christian Health Association of Malawi (CHAM),Hospital,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.56606,33.50098
NS301192,Nkhande Dispensary,Nkhande,Government,Dispensary,Functional,South East Zone,Nsanje,Jan 1st 75,-17.11489,35.15688
KB051193,Nkhata Bay District Hospital,Mkondezi,Government,District Hospital,Functional,North Zone,Nkhata Bay,May 13th 15,-11.60159,34.29872
KB051194,Nkhata Bay Private Clinic,Nkhatabay private clinic,Private,Clinic,Functional,North Zone,Nkhata Bay,Mar 1st 97,-11.60663,34.29549
TH311195,Nkhataombere,Nkhataombere,Government,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,-16.323986,35.264013
CK271196,Nkhate Health Post,Mkhate,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.1467,34.95886
LL041197,Nkhoma Mission Hospital,Nkhoma,Christian Health Association of Malawi (CHAM),Hospital,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.04389,34.1036
TH311198,Nkhoma Private Clinic,Nkhoma Private Clinic,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.07,35.14
RU141199,Nkhomboli,Nkhomboli,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.775985,34.039194
MZ161200,Nkhorongo Health Centre,Nkholongo,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.3901,33.98514
NK101201,Nkhotakota BLM,Banja la mtsogolo,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.92429,34.28346
NK101202,Nkhotakota District Hospital,Nkhotakota,Government,District Hospital,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.92508,34.27939
PH221203,Nkhulambe Health Centre,Nkhulambe,Government,Health Centre,Functional,South West Zone,Phalombe,Dec 31st 74,-15.85977618,35.751342
NK101204,Nkhunga Health Centre,Nkhunga,Government,Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.48023,34.10842
MZ161205,Khuyukuyu Health Centre,Khuyukuyu,Government,Health Centre,Functional,North Zone,Mzimba,May 1st 03,-11.22183,33.91461
MC011206,Nkhwazi Health Centre,Nkhwazi,Government,Health Centre,Functional,Centrals West Zone,Mchinji,Feb 9th 80,-13.92369,33.22672
CK271207,Nkombedzi Health Centre,Nkombedzi Health Centre,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.47944,34.72431
MG201208,Nkope Health Centre,Nkope,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.211004,35.032449
NE291209,Nkula Health Centre,Nkula,Private,Clinic,Functional,South East Zone,Neno,Jan 1st 75,-15.52193,34.82512
CK271210,Nkumaniza Health Centre,Nkumaniza,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.47944,34.72431
KU071211,"Nkuriza, Stanilas, Inernos Pri",Nkuriza,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-12.92741,33.79628
TH311212,Nsabwe Health Centre,Nsabwe Health Centre,Government,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,-16.043512,34.952745
LL041213,Nsalu Health centre,Nsaru,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.8855,33.5043
NE291214,Nsambe Health Centre,Nsambe health centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Neno,Jan 1st 75,-15.26135,34.6135
MC191215,Nsanama Health Centre,Mission,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.99491,35.49477
NS301216,Nsanje District Hospital,Nsanje,Government,District Hospital,Functional,South East Zone,Nsanje,Jan 1st 75,-16.91794,35.26001
NS301217,Nsanje Private Clinic,Nsanje Private Clinic,Private,Clinic,Non-functional,South East Zone,Nsanje,Jan 1st 75,-16.93,35.26
NT121218,Nsipe Health Centre,Nsipe,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Ntcheu,Jan 1st 72,-14.86434,34.75233
NT121219,Nsiyaludzu Health Centre,Nsiyaludzu,Government,Health Centre,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.93648,34.87425
CK271220,Nsomo,Nsomo,Government,Health Post,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.036946,34.72376
MU211221,Nsuwadzi,Nsuwadzi,Private,Dispensary,Non-functional,South West Zone,Mulanje,Jan 1st 75,-16.084325,35.677584
MC191222,Ntaja Health Centre,Ntaja,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.86828,35.52911
DE031223,Ntakataka Police Dispensary,Mtakataka,Government,Health Centre,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.22581,34.51119
ZA231224,"Ntata, Anthony C.",Ntata Anthony Clinic,Private,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,-15.38929,35.32056
NT121225,Ntcheu District Hospital,Ntcheu District Hospital,Government,District Hospital,Functional,Centrals West Zone,Ntcheu,Aug 28th 83,-14.817077,34.6382088
NT081226,Ntchisi District Hospital,Ntchisi,Government,District Hospital,Functional,Central East Zone,Ntchisi,Oct 8th 89,-13.36345,33.91061
KU071227,Ntepa Health Centre,Ntepa,Government,Health Centre,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-12.62202,33.32681
CP061228,Nthalire Health Centre,Nthalire,Government,Health Centre,Functional,North Zone,Chitipa,Jan 1st 84,-10.34894,33.64394
RU141229,Nthenje Health Centre,Nthenje,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Rumphi,Dec 31st 66,-10.91788,33.98786
NS301230,Nthondo,Nthondo,Government,Clinic,Functional,South East Zone,Nsanje,Jan 1st 75,,
NT081231,Nthondo Health Centre,Nthondo,Government,Health Centre,Functional,Central East Zone,Ntchisi,Jan 1st 82,-13.24723,34.00699
LL041232,Nthondo Health centre,Nthondo,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.03153,33.44849
CK271233,NTHONDO HEALTH POST,NTHONDO HEALTH POST,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.86,35.16
MC191234,Nthorowa Health Centre,Ntholowa,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.99492,35.57325
KB051235,Nthungwa Health Centre,Nthungwa,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.66014,33.80046
LL041236,Nyamanda Private Clinic,Nyamanda,Private,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 08,,
BT241237,Nyambadwe ,Nyambadwe,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77139,35.02323
MC191238,Nyambi Health Centre,Nyambi,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-14.68999,35.57257
CK271239,Nyambisoni,Nyambisoni,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.460228,34.892456
NS301240,Nyamithuthu Health Centre,Nyamithuthu,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,-16.68213,35.19821
NK101241,Nyamvuu Clinic,Nyamvuu,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.47912,34.13604
LL041242,"Nyangulu, Daniel S.",Nyangulu clinic,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.00717,33.78419
LL041243,Nyanja,Nyanja,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 97,-14.138646,33.942874
BK171244,Nyanyala,Nyanyala  under 5 clinic,Government,Clinic,Functional,South West Zone,Balaka,Jan 1st 75,-15.189789,34.921519
MC011245,Nyoka,Nyoka,Government,Clinic,Non-functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.699629,32.906609
KA151246,Nyungwe Health Centre,Nyungwe,Government,Health Centre,Functional,North Zone,Karonga,Dec 30th 74,-10.28546,34.10851
KU071247,Ofesi Health Centre,Ofesi,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.77939,33.54904
KA151248,Karonga Old Hospital,Old Hospital,Government,Dispensary,Functional,North Zone,Karonga,Jan 31st 87,-9.932075,33.940017
KB051249,Old Maula Health Center,Kambuni,Mission/Faith-based (other than CHAM),Clinic,Non-functional,North Zone,Nkhata Bay,Jan 1st 75,,
MC011250,Our Lady of Mount Carmel Rural,Our lady,Christian Health Association of Malawi (CHAM),Hospital,Non-functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.56199,33.17369
MZ161251,Padley PIO,Padley PIO,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Mzimba,Dec 31st 74,-11.4999552,33.9428955
ZA231252,Palms Private Clinic,Palms Private Clinic,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,,
SA091253,Parachute Battalion,Parachute Battalion,Government,Dispensary,Functional,Central East Zone,Salima,Dec 31st 74,-13.74314,34.58826
MZ161254,Partners in Christ Medical Centre,Partners in Christ,Private,Dispensary,Functional,North Zone,Mzimba,Jan 1st 75,,
LL041255,Partners In Hope Clinic Dalitso Clinic (private),Partners,Private,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.02341,33.78783
LL041256,Partners In Hope Clinic Moyo C,Partners,Non-Government,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.02341,33.78783
DE031257,Partners Private Clinic,Partners Private Clinic,Private,Clinic,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.395257,34.336701
NT121258,"Pasulani, Emerson E. Chilitsen",Chilitseni,Private,Clinic,Non-functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.81517,34.64374
CK271259,Pende,Pende,Government,Health Post,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.485763,34.820457
BT241260,Pensulo,Joshua Clinic,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81,34.96
MG201261,"Perekamoyo, William D. Mphatso",Perekamoyo,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,-14.08575,34.91427
NT121262,"Phalira, Hudson J. Machanza Pr",Machanza,Private,Clinic,Non-functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.65035,34.56074
PH221263,Phalombe Health Centre,Phalombe,Government,Health Centre,Functional,South West Zone,Phalombe,Dec 31st 74,-15.80677,35.64918
BK171264,Phalula Health Centre,Phalula,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,-15.22557,34.89322
NT121265,Phanga Dispensary,Phanga,Government,Dispensary,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.34498,34.72016
KU071266,"Phanga, Chimongo J. Prince Hen",Phanga,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.21163,33.50302
NK101267,Philadelphia Private Clinic,Private,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.23777,33.996066
BT241268,Philadephia,Philadephia,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
BK171269,Phimbi Health Centre,Phimbi,Government,Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,-15.25075,35.10716
KU071270,"Phiri, Harold K. S. Chisomo Pr",Phiri,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.4379,33.38416
LL041271,Phirilanjuzi,Phirilanjuzi,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.153696,33.575306
MG201272,Phirilongwe Health Centre,Damu,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.5880382,34.8985585
KB051273,Phirisingo Health Center,Phirisingo,Government,Health Centre,Non-functional,North Zone,Nkhata Bay,Jan 1st 75,,
NS301274,Phokera Health Centre,Phokera,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,-16.62831,35.15663
DE031275,"Phuma, Damiano A. F. Tanyaze P",Tanyaze,Private,Clinic,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,-14.30778,34.08123
RU141276,Phuno,Phuno,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-11.027859,34.074571
MU211277,Phwazi Estate Clinic,Phwazi,Private,Clinic,Functional,South West Zone,Mulanje,Jan 1st 75,-16.01792,35.68294
RU141278,Phwezi Private Clinic,Pwezi Clinic,Private,Clinic,Functional,North Zone,Rumphi,Jan 1st 75,-10.88762,34.04446
BT241279,Piereck Clinic,Evangelical,Christian Health Association of Malawi (CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.89,35.07
BT241280,Double O Clinic ,Private clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,,
CR261281,PIM Health Centre,PIM,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,-15.7530736,35.1922365
ZA231282,Pirimiti Health Centre,Pirimiti,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,May 2nd 60,-15.48302,35.45048
MC011283,Pitala,Pitala,Government,Clinic,Non-functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.549752,33.025904
ZA231284,Police College Hospital,Police,Other,Hospital,Functional,South West Zone,Zomba,Jan 1st 75,-15.39112,35.32685
